text
ada gasihhh template sg all eyes on rafah yang kaga ai ih gue kan mau ngesg juga :(
Sejenak kita melihat seorang anak memandangi tenda yg meleleh para syuhada yg wafat begitu mengenaskan hidup dalam sepi jiwa berantakan. All eyes on Rafah
Lucu bgt temenku sg nya promosiin acara gathering di mekdi tapi share sg all eyes on Rafah
@elonmuskADO PALESTINIAN GAZA RAFAH. ALL EYES ON RAFAH
Fuck israel!!! Nanti bialng nya kesalahan lagi palak bapak kau yang salah anjing nethanyu ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH
greget bgt gw liat org ngestory all eyes on rafah tp msih makan mcd
Minimal ngepost ini sekali di sosmed kita biar org tau keberpihakan kita pada Palestina 🇵🇸 ALL EYES ON RAFAH!!!!! ALL EYES ON RAFAH!!!!! ALL EYES ON RAFAH!!!!!
Buzzer All Eyes on Rafah ini sebenernya organik ga sih? Orang beneran? Karena bener2 keliatan tulus banget tapi koq gw ngerasa ad yg janggal ya. Trus Buzzer yg bela Israel ini tujuannya apa? Motifnya apa ngebela Israel sampe rela di hate sama Buzzer Palestine yg banyak itu? 
@RJLetsGo Semoga yg tone deaf biar deaf sekalian hehe All eyes on Rafah
@Pemakan_Permen gue bacanya hindia
All eyes on Rafah tapi di next storynya review Maybelline apa maksut 
akun IG gue kenapa jadi begini setelah repost ttg Rafah? jawab ga @instagram ALL EYES ON RAFAH!!! https://t.co/wGEjEGiVgC
Dari semalam sakit-sesakitnya! Hasbunallah wani mal wakil 🇵🇸 ALL EYES ON RAFAH https://t.co/MLyWpDJwHa
@cingreborn ALL EYES ON RAFAH ya Allah gakuat liatnya 
Yuss yuss yuss doston all eyes on Rafah...itne eyes on Rafah ki nazar lag ke ye jal bhun kar rakh ho jaye https://t.co/8x57azbTsJ
dari sekian banyak teman non muslim yg update all eyes on rafah hanya satu org saja 
The so-called safe zone is not safe at all.. Titik terakhir tempat penduduk sipil berlindung yg sebelumnya dikatakan aman justru jadi tempat mereka melakukan pembantaian dengan nyaman ... War crime through and through... ALL EYES ON RAFAH https://t.co/7gmwW4JUcL
Helpp!!!!! Ini pas lagi eror2 nya aku mau repost postingan korban rafah tapi blom selesai pas aku buka iga lagi langsung kayak gitu yg tau bantuin dong #ALL EYES ON RAFAH https://t.co/85CzY8XR68
selain its yaa aku dah punya soale
BAJINGAN BAJINGAN 
recom pc scoups tp yg bareface donggg
@tanyakanrl bohonggg alasan aja itu ga masuk akal ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide‌
SEGERA BERAKHIR YA ALLAH KASIHAN MEREKA ALL EYES ON RAFAH!!!!! ALL EYES ON RAFAH!!!!! ALL EYES ON RAFAH!!!!!
JANCOK TENAN ya Allah tolong beri balasan yang setimpal buat orang orang modelan tai seperti ini
Terus knapaaa kalo aku ga update all eyes on rafah apakah berarti aku mendukung israhellll
segini susahnya kah artis (especially member group) speak up sampe gw nangis liat zweitson ngetwt all eyes on rafah..
Ya Allah ga kuat banget liat anak-anak kecil di Rafah banyak-banyak doa buat Rafah ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH https://t.co/s5K0D8sRgV
Kapan ini akan berakhir Ya Allah Lindungilah saudara kami Ya Allah 🇵🇸 ALL EYES ON RAFAH https://t.co/nxPsCmFLDJ
@ohmybeautybank haha kemaren digrup jastipan sampe meledak bgt harganya tp gue ogah bgt beli guys jgn pernah kemakan diskon2an itu yaa! masih banyak kok produk2 bagus dan ramah dikantong . ALL EYES ON RAFAH ALL EYES ON RAFAH
Ya Allah dengan Sifat Maha Kuasa Mu kami memohon hancurkan israil ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH https://t.co/4P1vkdoCwS
Jika anda punya rasa kemanusiaan sekecil apapun dalam hatimu . All eyes on Rafah. #RafahHolocaust #IsraelTerrorist
YaAllah lindunginlah selalu warga Palestina All eyes on Rafah https://t.co/81ogiKmJiP
Hina bgt njirr jadi militer israel. Pecundang semua. All eyes on rafah https://t.co/iwpcfG6lMf
@brambanngg sama itu juga tapi ikutan deh all eyes on rafah
@intanorii semua following aku isinya all eyes on rafah
Save Rafah ALL EYES ON RAFAH Jangan tinggalkan Gaza sendirian jika kalian di barisan pro Palestina. Mari sisipkan hastag apa saja yang terpenting tentang Palestina di setiap postingan kalian #FreePalestine #AllEyesOnRafah #SahabatPalestina_ID #GazaStraving #AllEyesOnGaza https://t.co/YHrw1RJLRI
@Gubsygoo Nuh uh https://t.co/118HilUJOO
Aku mahluk yg berdosa SeEnggaknya kabulkan doa² mereka yg di rafah ya allah berikan mereka hidup tenang Tolong azab israel ya allah seperti engkau menolong Nabi Nuh melaknat kaum penyembah berhala dgn bencana dahysat ALL EYES ON RAFAH #Freepalestine https://t.co/eHmkSpzoTz
Allah sebaik baik penolong all eyes on rafah. https://t.co/6tn1wUta1w
@weiihyuk @araaaiyyyy @CelotehCeloteh2 @tanyakanrl Dan daripada naikin ht utk agensi lebih baik naikin ht dan template yg ini ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL
@tanyarlfes Innalilahi wa innailaihi rojiun All Eyes On Rafah
wkwkwk temenku post foto megang sbux aku tegur dan jawabannya... keep boycot! all eyes on rafah🇵🇸 https://t.co/pmSYUMblI8
Yaa Allah berikanlah kekuatan dan kemenangan untuk saudara-saudara kami di Palestina ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH
ini yang masih dukung artis yang terang²an pro zionist dengan berbagai macam alasan. pas pembagian akal sehat kalian tidur apa gimana?! boikot plissss ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide
@westenthu Banyak sumpahh... Hampir semua artis indo &amp
All eyes on Rafah na ennanga ayya?
Kenapa masih banyak banget yang tutup mata sama genocide di palestine 🇵🇸 sihhh sakit hati pake banget marah benci sama orang yang masih tutup mata Apalagi public figure kenapa mereka ngk maanfaatin platform mereka buat edukasi yang lainnn kenaapaaa ALL EYES ON RAFAH 🇵🇸
Maafkan aku yang masih membantu setengah-setengah ALL EYES ON RAFAH #AllEyesOnRafah https://t.co/jR18D4xBTs
Rafah tuhh tempat pengungsian akhir dan paling ujung dekat Mesir dan kalian para zionist tega nya ngebom disana. Dasar kalian haus kekuasan dan wilayah. Semoga kalian para zionist tidak tenang hidupnya ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide‌ #AllEyesOnRaffah https://t.co/wkYns2Ek1S
ye All Eyes On Rafah ke liye kitna mila hoga l@nd ke Bollywood Celebrities Ko https://t.co/WTCQictqa5
ALL EYES ON RAFAH nangis banget gue liatnya 
sodara jauh w bikin story all eyes on rafah tp bbrp hari lalu beli sbux : )
trauma anak anak palestine yg ngelist bom didepan mata itu pasti besar sekali ak aja masih trauma setiap kali gempa masih terbayang gempa besar 15 tahun yg lalu gmn mereka ya yg tiap hari meresakan hal yg mengerikan itu tiap hari lindungi mereka ya Allah ALL EYES ON RAFAH
ALL EYES ON RAFAH Tentara Israel melakukan pembantaian baru dengan sasaran tenda-tenda pengungsi di kawasan Mawasi Rafah selatan Jalur Gaza. Hasbunallah wanikmal wakil.. #AllEyesOnRafah #GazaHolocaust #CEASEFIRE_NOW #SahabatPalestina_ID #IsraelIsATerroristState‌ https://t.co/zpduVvjdqy
Ga cuma israel yang harus musnah US dan negara yang pro israel juga musnah aja sekalian! Inget ya didunia emang gaada yang namanya keadilan tapi di akhirat pembalasan dan keadilan yang sebenarnya bakal musnahin lo semua! Dasar zionis bangsattt! ALL EYES ON RAFAH ️
ALL EYES ON RAFAH YA ALLAH LINDUNGI MEREKA DARI JAHANAMNYA ISRAEL. TENGGELAMKANLAH ISRAEL DENGAN CARA TERBAIKMU YA RABB. ALL EYES ON RAFAH ALLAHU AKBARALLAHU AKBAR. TUNJUKANLAH KUASA TERBESARMU YA RABBI UNTUK PALESTINA. AAMIIN ALLAHUMMA AAMIIN https://t.co/CJj0qZoISb
ALL EYES ON RAFAH!! 🇵🇸 ALL EYES ON RAFAH!! 🇵🇸 Sumpah apa yg udh dilakuin sama israel ke rakyat Palestina kali ini dah kelewatan banget jahat banget mau kalian apa hah #RafahUnderAttack‌ #GazaGenocide‌
Dunia yang kotor bukan segalanya untuk orang yang beriman. ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide‌ #AllEyesOnRaffah https://t.co/30OszJTiWY
gua harap lu jangan pada sok all eyes on rafah di ig kalo masih beli produk yang harus diboycott. what a shame
@convomfs Gw langsung unfollow idol actor kesukaan gw pas dia jadi BAnya sprite. All eyes on rafah! 
ALL EYES ON RAFAH GAZA JABALA KHAN YUNIS BAYT JALA QABATIYA JENIN RAMALLAH NABLUS. ALL EYES ON PALESTINE.
Huftt tadi aku kurang ngeh itu AI tapii pas tau gercep di hapuss sg yang ini diganti sama video yang tetep menyuarakan All eyes on Rafah
Gimana kalo aku yang gak sengaja tusuk bool mu dengan tongkat panas setan? ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #RafahUnderAttack #GazaGenocide‌
Bisa ga sih ISRAEL ini menghilang saja dari muka bumi ini mengganggu kedamaian dunia aja makan ga enak minum pun ga enak . #alleyesonrafah All Eyes On Rafah
@ozarangkuti gak mau buat konten lip service untuk org2 yg buat snap all eyes on rafah ???? buat dong konten lip service lu kan lucu banget mentok.
agak sebel sm org ygggg post all eyes on rafah tp kmrn bilang pengen makan mcd????!!!! sehat tah smean iki
@tanyakanrl All eyes on Rafah Semoga saudara di Palestina mendapat perlindungan dari Allah
ZIONIS ISRAEL EMANG BIADAB!! BIARIN BALASAN NYA DUA KALI LIPAT DIDUNIA DAN DIAKHIRAT!! DAN GAAKAN TENANG HIDUP LO SEMUA RANG ISRAEL!!! F*CK ISRAEL!! ALL EYES ON RAFAH ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide‌ByİsraelTerrorists https://t.co/x8PXYVeQlD
Alhamdulillah Free Palestine #ALL_EYES_ON_RAFAH https://t.co/awIyF24hyU
@cingreborn innalillahi wainnailahi rojiun all eyes on rafah
Berat benar kata² All Eyes On Rafah itu sebetulnya. Mata yg bagaimana yg tertuju ke Rafah itu? Apakah mata yg memperhatikan? menonton? menjenguk? Tanyalah diri masing-masing. Melihat potongan video keadaan di sana sudah ngeri. Tapi berat mata memandang berat lagi bahu memikul.
'ALL EYES ON RAFAH' 🇰🇼 !!!! help rep rt or like apapun deh for palestinian #RafahUnderAttack‌ #GazaGenocide https://t.co/r43EkqRrKk
astagfirullah adik sekecil itu. dia gasalah apa apa. bahkan manusia dewasa disana pun gasalah apa apa. ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide
gakuat sama sekali scrolll ig tt yaallah all eyes on rafah..
ALL EYES ON RAFAH the real iblis berwujud manusia itu israel biadab ga punya rasa kemanusiaansemoga allah melindungi semua rakyat palestine aamiin allahumma aamiin
Disaat all eyes on rafah gue malah nyari bokep jing ga waras bgt gue
upload story all eyes on rafah tp kalo temen kompre ngasinya mcd/sbux uda gitu kemaren getol bgt oke gas oke gas
bismillah ya Allah semoga trending terus alfatihah lahum #FreePalestine ALL EYES ON RAFAH
aku memilih tidak ikut template ig all eyes on rafah di ig karena I dont support AI arts . Banyak kok arts dari artist yang bisa direpost selain yg AI. Dan bisa selalu menyuarakan tentang apa yang terjadi di palestina tanpa harus support AI arts 
Sampai mengumandangkan azan pun suaranya trdengar bgtu sedih ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide‌ #AllEyesOnRaffah https://t.co/0aemb1RwPL
@AboutMusicYT Bodo amat woii all eyes on rafah
BUKAN MANUSIA NI SI JIONIZT. minimal kalo jadi manusia punya hati perasaan. OTAK JUGA DEH. mereka dg teganyaa bunuh bakar nyerang ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide
@reyonixbravo mmf yh fans setia AI DPM paling keren ini
Sebarkan ALL EYES ON RAFAH 🇵🇸 Israel baru saja kembali mengebom kamp pengungsi di Rafah menewaskan 22 orang https://t.co/eR48V2ImYt
jionizttt ni mereka manusia bukan si anjj.. BISA BISANYA HATINYA MATI PERASAANNYA MATI LIAT MANUSIA LAIN MEREKA SERANG BAKAR IDUP IDUP. ITU PADA INGET ANAKNYA JUGA GASI ANJ. kesel bgt guee ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide
FOMO HAL HAL YG BAIK GAPAPA
@Ib_Albantany @gilabola_ina pertama tulisan yg benar *speak bukan spek emang hp apa trus pemain kita juga udh pada share story ALL EYES ON RAFAH lu udh ga? ketawa mulu
AYO FOMO UPLOAD STORY IG #ALLEYESONRAFAH SEMUA BIAR SATU DUNIA JAGAT RAYA SOSMED DAN LAIN-LAIN MENJADI TERBUKA MATANYA UNTUK LEBIH SIAGA MENGAWASI RAFAH YANG GAK HENTI HENTINYA DIGENOSIDA!!!! ‼️‼️‼️‼️‼️‼️
ga usah di tanggepin yg ngatain lu fomo gapapa bgt lu fomo soal palestin at least dengan begitu lu udah bersuara buat palestin don't stop talking about palestine!!! ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide‌ https://t.co/9Pk6AGuxOK
@tanyakanrl betull ga usah gengsi atau apalah ayo kita bersuara untuk saudara saudara kita disana ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide‌
mnurut klian apkh ak hrus gnti usn?? aku bimbang 
minimal seumur hidup sekali gue upload disini ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide‌ #AllEyesOnRaffah
All Eyes on Rafah Allahuakbar... https://t.co/BMt9cn7kdv
boikot produk israel blok akun sosmed produk israel posting all eyes on rafah. tapi masih follow jb nct kylie dll 
ZIONIS TAI. ZIONIS PMBUNUH. ZIONIS NAK DAJAL. ZIONIS GAK PANTES HIDUP. ZIONIS MASUK SONO KE NERAKA SECEPATNYA. ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #ALLEYESONRAFAH
MILITARY ISRAEL DILAPORKAN SENGAZA MENARGETAKAN BLOCK PENGUNGSIAN WARGA Palestine DI RAFAH Harus Disebarin All eyes on Rafah #AllEyesOnRafah #RafahOnFire #RafahtaSoykırımVar #RafahOnFıre https://t.co/6lvIVf7yyC
Wilayah Rafah diserang pasukan pendudukan israehell mengebom tenda2 yg penuh dgn pengungsi di Rafah. Banyak warga Palestina yang dibakar hidup-hidup. ALL EYES ON RAFAH 🇵🇸 https://t.co/CqBU8PY0FM
ada mutualanku di ig rl org eropa ga perlu aku sebut negaranya. waktu awal-awal genocide dia masih bela itu negara zi*nist. Ya aku ga reach out dia apa2 cuma cukup tau aja lewat ig story-nya. Tapi nangis banget malam ini dia ikutan bikin story All Eyes On Rafah.. 
tlonk tebak warna kesukaan aku skrg ^~~^
ALL EYES ON RAFAH LAGI DAN LAGI ISRIWIL KTL
haii dari aku yg habis ganti pp dan dn klian suka ak era blueberry atau tomat??
Iblis aja sujud keknya liat kelakuannya Israel. ALL EYES ON RAFAH
@NCTDreamINA maaff ada yang bisa di titipin mfs ngga yaa? ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH
Ayok semuanya posting gambar ini di story Instagram dan semua media sosial kalian ramaikan!! ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #pedulipalestine #PALESTINE
INNALILLAHI
plisss kalian semua harus bersuara dan jangan lupa untuk terus boikot semua produk zionist. ingat mereka bener² dibantai di sana ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide
@tanyarlfes Siapa aja yg perlu diblokir/boikot ato mungkin dah ada indo boikot kasi tau aku plissss ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGen
Ya Allah turunkanlah kekuasaanmu untuk melaknatkan israel dan semua pendukungnya. FREE PALESTINE! ALL EYES ON RAFAH #ALLEYESONRAFAH #FREEPALESTİNE https://t.co/Stj62BFZMi
usahakan pake dokumentasi asli ya jangan AI. all eyes on Rafah #RafahUnderAttack‌ #GazaGenocide‌ #Palestine #RafahOnFıre https://t.co/9LlaDO61t4
fuck israel fuck zionis fuck to all of you yang masih diem aja ngeliat berita Rafah hari ini ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide‌
Walaupun aku ni cepat triggered tengok darah mayat yang terburai hancur tapi aku cekalkan juga hati tengok supaya kemarahan aku tu ada repost share. Semata-mata untuk Palestine. Moga ini menjadi saksi di akhirat kelak. Palestine will be free!!!!!🇵🇸🇵🇸🇵🇸🇵🇸
@tanyarlfes Maksudnya? AI gambarnya? Ya terus kalo AI kenapa? Korelasinya All Eyes on Rafah sama pic AI maksudnya apa?
/dreamies stan boleh minta waktu nya sebentar untuk naikin template? buat bantu saudara kita no ht ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH https://t.co/fGeLBoLDAp
awakdewe iki diwajibno nggae ig story all eyes on rafah a yo?
Apakah nyawa manusia apalagi anak anak se gampang itu di habisi? Dan menyebut kejadian itu adalah kesalahan semata? Semudah itu pemimpin zionis mengatakan nya bahkan isakan tangis anak² wanita dan orang tua tak kau dengar. All eyes on Rafah #Alleyesonrafah #RafahUnderAttack‌ https://t.co/49ESPgmR53
all eyes on rafah!! tapi kenapa harus pake ai gituu loh... kenapa engga pake real pic kondisi dark rafahnya aja?
 All Eyes on Rafah si ngaruh 
gatau knp gwa trharu bgt liat tl gwa isinya org2 pada dukung palestina ALL EYES ON RAFAH!!
hidup di dunia ngga akan lama lagi guys please dont close your eyes to people in palestine !!!!!!
Atas ketidak Mahakuasanya sebagai manusia dan atas apa yang menimpa saudara-saudara semuslim di Rafah Palestina tersenyumlah dalam damai surga firdaus menantimu. Al-fatihah ALL EYES ON RAFAH
Nggak kaget nanti pas yaumul hisab punya netanyahu paling lama ngurusnya. Kagak usah ngelewatin mizan perkumpulan manusia di belakang yang antri bakalan suka rela ngedorong netanyahu ke jembatan shirathal mustaqim dipastikan bakalan meleset meluncur ke bawah All eyes on rafah!
apakah ini waktunya 
sakit bgt hati aku melihatnya ya Allah gak kebayang jadi dia ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide
Hasbunallah wani'mal wakil YaAllah lindungi lah saudara-saudari kami ALL EYES ON RAFAH ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide‌ #FREEPALESTİNE 🇵🇸🇵🇸 https://t.co/zw44oIRnnU
ASTAGFIRULLAH MANUSIA BIADAB ALL EYES ON RAFAH #RafahUnderAttack‌ #GazaGenocide‌ https://t.co/jVKa72anRM
